  -70.5  188.5     0.947     6.894
  -70.5  189.5     0.926     6.737
  -70.5  190.5     0.940     6.839
  -70.5  191.5     0.935     6.806
  -70.5  192.5     0.923     6.714
  -70.5  193.5     0.945     6.875
  -70.5  196.5     0.973     7.078
  -70.5  197.5     0.983     7.153
  -70.5  198.5     0.970     7.055
  -70.5  199.5     0.964     7.013
  -70.5  200.5     0.959     6.981
  -70.5  201.5     0.928     6.754
  -70.5  202.5     0.967     7.033
  -70.5  203.5     0.930     6.766
  -70.5  204.5     0.917     6.673
  -70.5  205.5     0.924     6.725
  -70.5  206.5     0.932     6.780
  -70.5  207.5     0.936     6.810
  -70.5  208.5     0.949     6.908
  -70.5  209.5     0.974     7.089
  -70.5  210.5     0.984     7.160
  -70.5  211.5     0.990     7.204
  -70.5  212.5     0.988     7.186
  -70.5  213.5     0.984     7.157
  -70.5  214.5     0.982     7.146
  -70.5  215.5     0.993     7.226
  -70.5  216.5     1.004     7.304
  -70.5  217.5     1.040     7.569
  -70.5  218.5     1.067     7.767
  -70.5  219.5     1.086     7.903
  -70.5  220.5     1.072     7.800
  -70.5  221.5     1.096     7.975
  -70.5  222.5     1.119     8.144
  -70.5  223.5     1.168     8.497
  -70.5  224.5     1.185     8.625
  -70.5  225.5     1.172     8.526
  -70.5  226.5     1.179     8.576
  -70.5  227.5     1.154     8.393
  -70.5  228.5     1.138     8.281
  -70.5  229.5     1.090     7.928
  -70.5  230.5     1.082     7.874
  -70.5  231.5     0.939     6.830
  -70.5  232.5     0.905     6.582
  -70.5  233.5     0.909     6.614
  -70.5  234.5     0.848     6.171
  -70.5  235.5     0.804     5.852
  -70.5  236.5     0.769     5.595
  -70.5  237.5     0.733     5.334
  -70.5  238.5     0.810     5.897
  -70.5  239.5     0.743     5.408
  -70.5  240.5     0.799     5.814
  -70.5  241.5     0.843     6.136
  -70.5  242.5     0.822     5.980
  -70.5  243.5     0.842     6.126
  -70.5  244.5     0.861     6.262
  -70.5  245.5     0.883     6.424
  -70.5  246.5     0.922     6.705
  -70.5  247.5     0.940     6.842
  -70.5  248.5     1.036     7.537
  -70.5  249.5     0.980     7.132
  -70.5  250.5     1.030     7.497
  -70.5  251.5     1.040     7.566
  -70.5  252.5     0.990     7.204
  -70.5  253.5     0.950     6.915
  -70.5  254.5     1.015     7.386
  -70.5  255.5     0.987     7.181
  -70.5  256.5     1.035     7.530
  -70.5  257.5     0.929     6.758
  -70.5  258.5     0.911     6.632
  -70.5  259.5     0.938     6.824
  -70.5  260.5     0.918     6.676
  -70.5  261.5     0.856     6.230
  -70.5  262.5     0.847     6.165
  -70.5  263.5     0.817     5.947
  -70.5  264.5     0.814     5.921
  -70.5  265.5     0.803     5.841
  -70.5  266.5     0.808     5.880
  -70.5  267.5     0.827     6.015
  -70.5  268.5     0.829     6.030
  -70.5  269.5     0.788     5.734
  -70.5  270.5     0.760     5.532
  -70.5  326.5     0.833     6.062
  -70.5  327.5     0.837     6.089
  -70.5  328.5     0.831     6.049
  -70.5  329.5     0.838     6.096
  -70.5  330.5     0.801     5.830
  -70.5  331.5     0.782     5.691
  -70.5  332.5     0.786     5.717
  -70.5  333.5     0.803     5.845
  -70.5  334.5     0.811     5.898
  -70.5  335.5     0.800     5.821
  -70.5  336.5     0.774     5.629
  -70.5  337.5     0.812     5.905
  -70.5  338.5     0.853     6.210
  -70.5  339.5     0.824     5.994
  -70.5  340.5     0.832     6.055
  -70.5  341.5     0.854     6.213
  -70.5  342.5     0.844     6.141
  -70.5  343.5     0.851     6.194
  -70.5  344.5     0.848     6.173
  -70.5  345.5     0.810     5.892
  -70.5  346.5     0.799     5.811
  -70.5  347.5     0.617     4.489
  -70.5  348.5     0.602     4.380
  -69.5    0.5     0.609     4.462
  -69.5    1.5     0.594     4.349
  -69.5    2.5     0.648     4.744
  -69.5   16.5     0.677     4.957
  -69.5   17.5     0.730     5.344
  -69.5   18.5     0.791     5.792
  -69.5   19.5     0.836     6.119
  -69.5   20.5     0.860     6.301
  -69.5   21.5     0.829     6.069
  -69.5   22.5     0.890     6.516
  -69.5  163.5     0.570     4.171
  -69.5  164.5     0.683     5.000
  -69.5  171.5     0.635     4.647
  -69.5  172.5     0.609     4.462
  -69.5  173.5     0.681     4.988
  -69.5  174.5     0.746     5.465
  -69.5  175.5     0.834     6.108
  -69.5  176.5     0.825     6.040
  -69.5  177.5     0.867     6.351
  -69.5  178.5     0.876     6.416
  -69.5  179.5     0.867     6.348
  -69.5  180.5     0.894     6.543
  -69.5  181.5     0.854     6.250
  -69.5  182.5     0.950     6.957
  -69.5  183.5     0.960     7.031
  -69.5  184.5     0.949     6.949
  -69.5  185.5     0.946     6.927
  -69.5  186.5     0.960     7.032
  -69.5  187.5     0.955     6.994
  -69.5  188.5     0.956     6.998
  -69.5  189.5     0.909     6.656
  -69.5  190.5     0.934     6.839
  -69.5  191.5     0.938     6.870
  -69.5  192.5     0.892     6.530
  -69.5  193.5     0.888     6.506
  -69.5  194.5     0.947     6.931
  -69.5  195.5     0.933     6.835
  -69.5  196.5     0.898     6.574
  -69.5  197.5     0.895     6.551
  -69.5  198.5     0.954     6.989
  -69.5  199.5     0.915     6.699
  -69.5  201.5     0.941     6.894
  -69.5  202.5     0.938     6.872
  -69.5  203.5     0.961     7.039
  -69.5  204.5     0.937     6.864
  -69.5  205.5     0.966     7.073
  -69.5  206.5     0.972     7.115
  -69.5  207.5     0.975     7.136
  -69.5  208.5     0.985     7.210
  -69.5  209.5     0.981     7.185
  -69.5  210.5     1.020     7.468
  -69.5  211.5     1.053     7.713
  -69.5  212.5     1.042     7.627
  -69.5  213.5     1.037     7.590
  -69.5  214.5     1.041     7.626
  -69.5  215.5     1.006     7.365
  -69.5  216.5     1.013     7.421
  -69.5  217.5     1.031     7.552
  -69.5  218.5     1.046     7.660
  -69.5  219.5     1.065     7.796
  -69.5  220.5     1.078     7.893
  -69.5  221.5     1.093     8.007
  -69.5  222.5     1.114     8.154
  -69.5  223.5     1.132     8.292
  -69.5  224.5     1.133     8.299
  -69.5  225.5     1.141     8.357
  -69.5  226.5     1.145     8.387
  -69.5  227.5     1.144     8.377
  -69.5  228.5     1.073     7.857
  -69.5  229.5     0.967     7.082
  -69.5  230.5     0.994     7.279
  -69.5  231.5     0.964     7.056
  -69.5  232.5     0.914     6.694
  -69.5  233.5     0.902     6.604
  -69.5  234.5     0.891     6.527
  -69.5  235.5     0.888     6.504
  -69.5  236.5     0.881     6.450
  -69.5  237.5     0.870     6.367
  -69.5  238.5     0.916     6.708
  -69.5  239.5     0.940     6.886
  -69.5  240.5     0.958     7.016
  -69.5  241.5     0.981     7.181
  -69.5  242.5     1.009     7.385
  -69.5  243.5     1.050     7.690
  -69.5  244.5     1.081     7.917
  -69.5  245.5     1.090     7.980
  -69.5  246.5     1.058     7.747
  -69.5  247.5     1.063     7.781
  -69.5  248.5     1.084     7.936
  -69.5  249.5     1.113     8.151
  -69.5  250.5     1.151     8.431
  -69.5  251.5     1.199     8.782
  -69.5  252.5     1.185     8.674
  -69.5  253.5     1.228     8.995
  -69.5  254.5     1.185     8.673
  -69.5  255.5     1.202     8.803
  -69.5  256.5     1.215     8.899
  -69.5  257.5     1.199     8.781
  -69.5  258.5     1.213     8.882
  -69.5  259.5     1.190     8.715
  -69.5  260.5     1.158     8.479
  -69.5  261.5     1.191     8.719
  -69.5  262.5     1.208     8.847
  -69.5  263.5     1.219     8.927
  -69.5  264.5     1.216     8.905
  -69.5  265.5     1.117     8.177
  -69.5  266.5     1.058     7.748
  -69.5  267.5     1.088     7.966
  -69.5  268.5     1.121     8.206
  -69.5  269.5     1.146     8.388
  -69.5  270.5     1.061     7.767
  -69.5  271.5     1.036     7.583
  -69.5  272.5     0.952     6.973
  -69.5  273.5     1.009     7.387
  -69.5  278.5     0.800     5.855
  -69.5  279.5     0.783     5.734
  -69.5  280.5     0.773     5.659
  -69.5  329.5     0.839     6.142
  -69.5  330.5     0.810     5.934
  -69.5  331.5     0.796     5.828
  -69.5  332.5     0.800     5.859
  -69.5  333.5     0.800     5.858
  -69.5  334.5     0.822     6.022
  -69.5  335.5     0.707     5.174
  -69.5  336.5     0.782     5.726
  -69.5  337.5     0.767     5.619
  -69.5  338.5     0.821     6.012
  -69.5  339.5     0.830     6.079
  -69.5  340.5     0.830     6.081
  -69.5  341.5     0.820     6.005
  -69.5  342.5     0.827     6.054
  -69.5  343.5     0.847     6.201
  -69.5  344.5     0.851     6.232
  -69.5  345.5     0.861     6.303
  -69.5  346.5     0.891     6.522
  -69.5  347.5     0.853     6.244
  -69.5  348.5     0.816     5.972
  -69.5  349.5     0.727     5.327
  -69.5  350.5     0.665     4.872
  -69.5  351.5     0.768     5.626
  -69.5  352.5     0.627     4.590
  -69.5  353.5     0.524     3.835
  -69.5  354.5     0.553     4.050
  -69.5  355.5     0.583     4.270
  -69.5  356.5     0.587     4.298
  -69.5  357.5     0.578     4.231
  -69.5  358.5     0.514     3.762
  -69.5  359.5     0.586     4.294
  -68.5    0.5     0.736     5.426
  -68.5    1.5     0.747     5.506
  -68.5    2.5     0.745     5.489
  -68.5    3.5     0.683     5.035
  -68.5    4.5     0.709     5.230
  -68.5    5.5     0.733     5.401
  -68.5    7.5     0.817     6.026
  -68.5    8.5     0.845     6.232
  -68.5   10.5     0.836     6.164
  -68.5   11.5     0.728     5.365
  -68.5   12.5     0.745     5.495
  -68.5   13.5     0.816     6.015
  -68.5   14.5     0.857     6.321
  -68.5   15.5     0.842     6.210
  -68.5   16.5     0.852     6.284
  -68.5   17.5     0.870     6.410
  -68.5   18.5     0.830     6.120
  -68.5   19.5     0.865     6.377
  -68.5   20.5     0.832     6.133
  -68.5   21.5     0.834     6.147
  -68.5   22.5     0.818     6.030
  -68.5   23.5     0.784     5.780
  -68.5   24.5     0.832     6.132
  -68.5   25.5     0.870     6.413
  -68.5   26.5     0.849     6.259
  -68.5   27.5     0.836     6.166
  -68.5   28.5     0.821     6.049
  -68.5  158.5     0.549     4.044
  -68.5  159.5     0.627     4.619
  -68.5  160.5     0.663     4.885
  -68.5  161.5     0.664     4.895
  -68.5  162.5     0.654     4.822
  -68.5  163.5     0.658     4.849
  -68.5  164.5     0.679     5.009
  -68.5  168.5     0.589     4.345
  -68.5  170.5     0.724     5.336
  -68.5  171.5     0.737     5.435
  -68.5  172.5     0.780     5.750
  -68.5  173.5     0.775     5.716
  -68.5  174.5     0.832     6.134
  -68.5  175.5     0.864     6.371
  -68.5  176.5     0.856     6.311
  -68.5  177.5     0.872     6.429
  -68.5  178.5     0.930     6.855
  -68.5  179.5     0.909     6.701
  -68.5  180.5     0.839     6.187
  -68.5  181.5     0.840     6.190
  -68.5  182.5     0.865     6.373
  -68.5  183.5     0.864     6.366
  -68.5  184.5     0.876     6.461
  -68.5  185.5     0.974     7.180
  -68.5  186.5     0.930     6.857
  -68.5  187.5     0.894     6.588
  -68.5  188.5     0.918     6.765
  -68.5  189.5     0.932     6.869
  -68.5  190.5     0.830     6.118
  -68.5  191.5     0.868     6.395
  -68.5  192.5     0.845     6.225
  -68.5  193.5     0.867     6.392
  -68.5  194.5     0.863     6.363
  -68.5  195.5     0.833     6.143
  -68.5  197.5     0.846     6.236
  -68.5  202.5     0.949     6.994
  -68.5  203.5     0.951     7.012
  -68.5  204.5     0.947     6.980
  -68.5  205.5     0.951     7.009
  -68.5  206.5     0.966     7.124
  -68.5  207.5     0.981     7.230
  -68.5  208.5     0.969     7.141
  -68.5  209.5     1.025     7.559
  -68.5  210.5     1.049     7.733
  -68.5  211.5     1.065     7.849
  -68.5  212.5     1.058     7.801
  -68.5  213.5     1.051     7.751
  -68.5  214.5     1.060     7.817
  -68.5  215.5     1.037     7.648
  -68.5  216.5     1.027     7.572
  -68.5  217.5     1.011     7.453
  -68.5  218.5     1.036     7.639
  -68.5  219.5     1.051     7.747
  -68.5  220.5     1.068     7.871
  -68.5  221.5     1.082     7.977
  -68.5  222.5     1.096     8.076
  -68.5  223.5     1.108     8.170
  -68.5  224.5     1.118     8.242
  -68.5  225.5     1.122     8.270
  -68.5  226.5     1.126     8.297
  -68.5  227.5     1.105     8.143
  -68.5  228.5     1.127     8.305
  -68.5  229.5     1.108     8.170
  -68.5  230.5     1.078     7.950
  -68.5  231.5     1.074     7.920
  -68.5  232.5     1.063     7.835
  -68.5  233.5     1.034     7.620
  -68.5  234.5     1.018     7.506
  -68.5  235.5     1.015     7.479
  -68.5  236.5     1.026     7.561
  -68.5  237.5     1.099     8.102
  -68.5  238.5     1.103     8.132
  -68.5  239.5     1.121     8.265
  -68.5  240.5     1.121     8.263
  -68.5  241.5     1.137     8.383
  -68.5  242.5     1.136     8.373
  -68.5  243.5     1.176     8.668
  -68.5  244.5     1.243     9.166
  -68.5  245.5     1.241     9.151
  -68.5  246.5     1.239     9.133
  -68.5  247.5     1.238     9.128
  -68.5  248.5     1.255     9.248
  -68.5  249.5     1.272     9.378
  -68.5  250.5     1.311     9.667
  -68.5  251.5     1.324     9.756
  -68.5  252.5     1.323     9.751
  -68.5  253.5     1.451    10.697
  -68.5  254.5     1.364    10.058
  -68.5  255.5     1.378    10.160
  -68.5  256.5     1.379    10.164
  -68.5  257.5     1.337     9.854
  -68.5  258.5     1.328     9.790
  -68.5  259.5     1.376    10.140
  -68.5  260.5     1.299     9.578
  -68.5  261.5     1.269     9.357
  -68.5  262.5     1.275     9.396
  -68.5  263.5     1.281     9.446
  -68.5  264.5     1.280     9.439
  -68.5  265.5     1.287     9.488
  -68.5  266.5     1.227     9.045
  -68.5  267.5     1.231     9.076
  -68.5  268.5     1.258     9.272
  -68.5  269.5     1.255     9.251
  -68.5  270.5     1.150     8.477
  -68.5  271.5     1.131     8.339
  -68.5  272.5     1.133     8.355
  -68.5  273.5     1.134     8.361
  -68.5  274.5     1.196     8.816
  -68.5  279.5     1.156     8.519
  -68.5  280.5     1.169     8.619
  -68.5  281.5     1.121     8.260
  -68.5  282.5     0.959     7.070
  -68.5  283.5     0.957     7.053
  -68.5  331.5     0.745     5.489
  -68.5  332.5     0.747     5.508
  -68.5  333.5     0.752     5.547
  -68.5  334.5     0.747     5.509
  -68.5  335.5     0.743     5.477
  -68.5  336.5     0.779     5.742
  -68.5  337.5     0.784     5.780
  -68.5  338.5     0.790     5.823
  -68.5  339.5     0.796     5.870
  -68.5  340.5     0.817     6.019
  -68.5  341.5     0.825     6.080
  -68.5  342.5     0.826     6.089
  -68.5  343.5     0.824     6.078
  -68.5  344.5     0.828     6.103
  -68.5  345.5     0.830     6.121
  -68.5  346.5     0.844     6.222
  -68.5  347.5     0.844     6.222
  -68.5  348.5     0.836     6.160
  -68.5  349.5     0.802     5.911
  -68.5  350.5     0.744     5.481
  -68.5  351.5     0.721     5.315
  -68.5  352.5     0.702     5.173
  -68.5  353.5     0.662     4.877
  -68.5  354.5     0.662     4.883
  -68.5  355.5     0.686     5.058
  -68.5  356.5     0.655     4.829
  -68.5  357.5     0.708     5.216
  -68.5  358.5     0.702     5.174
  -68.5  359.5     0.713     5.254
  -67.5    0.5     0.728     5.406
  -67.5    1.5     0.732     5.432
  -67.5    2.5     0.720     5.346
  -67.5    3.5     0.650     4.828
  -67.5    4.5     0.688     5.106
  -67.5    5.5     0.732     5.437
  -67.5    6.5     0.750     5.568
  -67.5    7.5     0.780     5.788
  -67.5    8.5     0.814     6.043
  -67.5   11.5     0.716     5.313
  -67.5   14.5     0.972     7.219
  -67.5   15.5     0.979     7.266
  -67.5   16.5     1.002     7.440
  -67.5   17.5     0.982     7.291
  -67.5   18.5     0.962     7.141
  -67.5   19.5     0.870     6.462
  -67.5   20.5     0.825     6.128
  -67.5   21.5     0.825     6.123
  -67.5   22.5     0.822     6.101
  -67.5   23.5     0.818     6.072
  -67.5   24.5     0.825     6.121
  -67.5   25.5     0.824     6.114
  -67.5   26.5     0.824     6.114
  -67.5   27.5     0.821     6.096
  -67.5   28.5     0.806     5.981
  -67.5   29.5     0.839     6.230
  -67.5   30.5     0.831     6.171
  -67.5   34.5     0.695     5.161
  -67.5   35.5     0.957     7.106
  -67.5   37.5     1.015     7.535
  -67.5   38.5     0.921     6.836
  -67.5   39.5     0.890     6.610
  -67.5   40.5     0.874     6.490
  -67.5   41.5     0.850     6.312
  -67.5   42.5     0.789     5.857
  -67.5  157.5     0.605     4.491
  -67.5  158.5     0.667     4.949
  -67.5  159.5     0.680     5.046
  -67.5  160.5     0.685     5.082
  -67.5  161.5     0.687     5.098
  -67.5  162.5     0.671     4.983
  -67.5  163.5     0.617     4.579
  -67.5  166.5     0.566     4.202
  -67.5  170.5     0.747     5.544
  -67.5  171.5     0.657     4.876
  -67.5  173.5     0.818     6.073
  -67.5  174.5     0.790     5.866
  -67.5  175.5     0.899     6.672
  -67.5  176.5     0.928     6.887
  -67.5  177.5     0.962     7.141
  -67.5  178.5     0.964     7.155
  -67.5  179.5     0.941     6.987
  -67.5  180.5     0.836     6.204
  -67.5  181.5     0.922     6.846
  -67.5  182.5     0.926     6.874
  -67.5  183.5     0.881     6.537
  -67.5  184.5     0.977     7.251
  -67.5  185.5     0.971     7.205
  -67.5  186.5     0.935     6.941
  -67.5  187.5     0.849     6.300
  -67.5  188.5     0.900     6.685
  -67.5  189.5     0.893     6.627
  -67.5  190.5     0.891     6.613
  -67.5  191.5     0.810     6.017
  -67.5  192.5     0.822     6.100
  -67.5  193.5     0.835     6.199
  -67.5  194.5     0.813     6.037
  -67.5  200.5     0.898     6.667
  -67.5  201.5     0.895     6.643
  -67.5  202.5     0.905     6.716
  -67.5  203.5     0.886     6.581
  -67.5  204.5     0.908     6.740
  -67.5  205.5     0.910     6.752
  -67.5  206.5     0.905     6.716
  -67.5  207.5     0.933     6.924
  -67.5  208.5     0.981     7.279
  -67.5  211.5     1.005     7.460
  -67.5  212.5     1.019     7.564
  -67.5  213.5     1.018     7.559
  -67.5  214.5     1.041     7.732
  -67.5  215.5     0.975     7.239
  -67.5  216.5     0.958     7.112
  -67.5  217.5     0.973     7.227
  -67.5  218.5     1.016     7.542
  -67.5  219.5     1.016     7.544
  -67.5  220.5     1.045     7.761
  -67.5  221.5     1.066     7.913
  -67.5  222.5     1.078     8.001
  -67.5  223.5     1.089     8.082
  -67.5  224.5     1.128     8.376
  -67.5  225.5     1.114     8.272
  -67.5  226.5     1.116     8.282
  -67.5  227.5     1.128     8.372
  -67.5  228.5     1.127     8.368
  -67.5  229.5     1.117     8.295
  -67.5  230.5     1.122     8.329
  -67.5  231.5     1.119     8.304
  -67.5  232.5     1.125     8.348
  -67.5  233.5     1.145     8.501
  -67.5  234.5     1.141     8.473
  -67.5  235.5     1.106     8.212
  -67.5  236.5     1.110     8.241
  -67.5  237.5     1.158     8.593
  -67.5  238.5     1.188     8.819
  -67.5  239.5     1.216     9.030
  -67.5  240.5     1.219     9.047
  -67.5  241.5     1.244     9.238
  -67.5  242.5     1.290     9.576
  -67.5  243.5     1.331     9.882
  -67.5  244.5     1.356    10.070
  -67.5  245.5     1.367    10.147
  -67.5  246.5     1.374    10.197
  -67.5  247.5     1.396    10.366
  -67.5  248.5     1.419    10.532
  -67.5  249.5     1.421    10.550
  -67.5  250.5     1.433    10.638
  -67.5  252.5     1.600    11.880
  -67.5  253.5     1.617    12.003
  -67.5  254.5     1.640    12.176
  -67.5  255.5     1.639    12.166
  -67.5  256.5     1.475    10.948
  -67.5  257.5     1.468    10.895
  -67.5  258.5     1.446    10.736
  -67.5  259.5     1.428    10.599
  -67.5  260.5     1.322     9.816
  -67.5  261.5     1.286     9.547
  -67.5  262.5     1.293     9.596
  -67.5  263.5     1.305     9.687
  -67.5  264.5     1.313     9.751
  -67.5  265.5     1.317     9.779
  -67.5  266.5     1.321     9.807
  -67.5  267.5     1.337     9.928
  -67.5  268.5     1.331     9.882
  -67.5  269.5     1.263     9.376
  -67.5  270.5     1.296     9.622
  -67.5  271.5     1.251     9.286
  -67.5  272.5     1.244     9.234
  -67.5  273.5     1.277     9.481
  -67.5  274.5     1.294     9.607
  -67.5  275.5     1.348    10.004
  -67.5  276.5     1.330     9.875
  -67.5  277.5     1.294     9.605
  -67.5  278.5     1.272     9.443
  -67.5  279.5     1.184     8.792
  -67.5  280.5     1.183     8.780
  -67.5  281.5     1.099     8.161
  -67.5  282.5     0.999     7.414
  -67.5  283.5     0.954     7.079
  -67.5  284.5     1.096     8.133
  -67.5  285.5     0.866     6.426
  -67.5  329.5     0.781     5.801
  -67.5  330.5     0.738     5.482
  -67.5  331.5     0.722     5.361
  -67.5  332.5     0.729     5.409
  -67.5  333.5     0.737     5.468
  -67.5  334.5     0.746     5.541
  -67.5  335.5     0.753     5.591
  -67.5  340.5     0.822     6.099
  -67.5  341.5     0.853     6.336
  -67.5  342.5     0.849     6.304
  -67.5  345.5     0.870     6.456
  -67.5  346.5     0.849     6.305
  -67.5  347.5     0.849     6.304
  -67.5  348.5     0.856     6.355
  -67.5  349.5     0.820     6.089
  -67.5  350.5     0.812     6.030
  -67.5  351.5     0.782     5.805
  -67.5  352.5     0.765     5.679
  -67.5  353.5     0.762     5.658
  -67.5  354.5     0.769     5.705
  -67.5  355.5     0.759     5.635
  -67.5  356.5     0.729     5.414
